itemid,hotelid,hotelname,address,city,country,propertytype,starrating,roomamenities,roomtype,ratedescription,average_price
294,162962,Sporthotel Reisch,Franz-Reisch-Strasse 3,Kitzbuhel,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Deluxe Double Room with Park View,Room size 30 m_square323 ft_square Shower 1 queen bed,271.25
295,162962,Sporthotel Reisch,Franz-Reisch-Strasse 3,Kitzbuhel,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Deluxe Double Room with Park View and Balcony,Room size 30 m_square323 ft_square Balconyterrace Shower 1 double bed,271.25
296,164961,Hotel Haymon,Kalkkogelweg 264,Seefeld,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Comfort Double Room,Balconyterrace Non-smoking Shower and bathtub 1 queen bed and 1 sofa bed or 2 single beds,167.775
297,164961,Hotel Haymon,Kalkkogelweg 264,Seefeld,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Suite,Room size 40 m_square431 ft_square Balconyterrace Shower and bathtub 1 queen bed and 1 sofa bed,167.775
298,164961,Hotel Haymon,Kalkkogelweg 264,Seefeld,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Single Room,Balconyterrace Non-smoking Shower 1 single bed,167.775
299,164961,Hotel Haymon,Kalkkogelweg 264,Seefeld,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Double Room,Balconyterrace Non-smoking Shower 1 queen bed or 2 single beds,167.775
300,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Bathrobes ;Coffeetea maker ;Daily newspaper ;Dart board ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room with Balcony and Lake View,Room size 32 m_square344 ft_square Balconyterrace Shower 1 queen bed,362.75
301,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Bathrobes ;Coffeetea maker ;Daily newspaper ;Dart board ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;,Comfort Double Room,Room size 25 m_square269 ft_square Shower 1 queen bed,362.75
302,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Bathrobes ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;,Comfort Single Room,Room size 17 m_square183 ft_square Shower 1 single bed,362.75
303,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Bathrobes ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Deluxe Double Room with Balcony,Room size 30 m_square323 ft_square Balconyterrace Shower 1 queen bed,362.75
304,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Bathrobes ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Suite with Balcony and Lake View,Room size 64 m_square689 ft_square Balconyterrace Shower and bathtub 1 queen bed and 1 sofa bed,362.75
305,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Double,Free Breakfast Pay nothing until November 9 2019 Free Wi-Fi Free cancellation before November 11 2019,362.75
306,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Double,Free Breakfast Pay nothing until October 18 2019 Free Wi-Fi Free cancellation before October 20 2019,362.75
307,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,German Double sole use,Free Breakfast Pay nothing until November 9 2019 Free Wi-Fi Free cancellation before November 11 2019,362.75
308,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,German Double sole use,Free Breakfast Pay nothing until October 18 2019 Free Wi-Fi Free cancellation before October 20 2019,362.75
309,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Room,Free Breakfast Pay nothing until November 9 2019 Free Wi-Fi Free cancellation before November 11 2019,362.75
310,166064,Romantik Hotel Im Weissen Rossl,Markt 74,St Wolfgang im Salzkammergut,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Room,Free Breakfast Pay nothing until October 18 2019 Free Wi-Fi Free cancellation before October 20 2019,362.75
311,166942,Hotel Edelweiss,Hochsoldenstrasse 9,Solden,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Junior Suite,Room size 37 m_square398 ft_square Balconyterrace Shower and bathtub Executive lounge access 1 queen bed,452.19
312,166942,Hotel Edelweiss,Hochsoldenstrasse 9,Solden,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Deluxe Double Room,Room size 36 m_square388 ft_square Balconyterrace Shower and bathtub Executive lounge access 1 queen bed,452.19
313,166942,Hotel Edelweiss,Hochsoldenstrasse 9,Solden,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Single Room,Room size 25 m_square269 ft_square Shower Executive lounge access 1 single bed,452.19
314,166950,JUFA Hotel Deutschlandsberg,Burgstrasse 5,Deutschlandsberg,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;Sofa ;Toiletries ;Woodenparqueted flooring ;,Quadruple Room,Room size 30 m_square323 ft_square Shower 2 single beds and 1 queen bed,110.765
315,166950,JUFA Hotel Deutschlandsberg,Burgstrasse 5,Deutschlandsberg,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;Sofa ;Toiletries ;Woodenparqueted flooring ;,Triple Room,Room size 20 m_square215 ft_square Shower 1 queen bed and 1 sofa bed,110.765
316,166950,JUFA Hotel Deutschlandsberg,Burgstrasse 5,Deutschlandsberg,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;Toiletries ;Woodenparqueted flooring ;,Double Room,Room size 20 m_square215 ft_square Balconyterrace Shower 1 queen bed or 2 single beds,110.765
317,166950,JUFA Hotel Deutschlandsberg,Burgstrasse 5,Deutschlandsberg,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;Toiletries ;Woodenparqueted flooring ;,Gallery Room Large,Room size 35 m_square377 ft_square Shower 2 single beds and 1 queen bed,110.765
318,166950,JUFA Hotel Deutschlandsberg,Burgstrasse 5,Deutschlandsberg,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;Toiletries ;Woodenparqueted flooring ;,Single Room,Room size 12 m_square129 ft_square Shower 1 single bed,110.765
319,166950,JUFA Hotel Deutschlandsberg,Burgstrasse 5,Deutschlandsberg,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;Toiletries ;Woodenparqueted flooring ;,Two-Bedroom Apartment,Room size 34 m_square366 ft_square Shower 2 bedrooms 1 queen bed or 1 bunk bed,110.765
320,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Carpeting ;Cleaning products ;Closet ;Clothes dryer ;Clothes rack ;Coffeetea maker ;Dishwasher ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High chair ;In-room safe box ;Kitchenware ;Linens ;Mirror ;Private entrance ;Refrigerator ;Seating area ;Separate dining area ;Sofa ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Chalet Ahorn oder Buche,Room size 66 m_square710 ft_square Balconyterrace Shower Kitchenette 2 bedrooms 1 king bed or 1 king bed or 1 sofa bed,253.245
321,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Cleaning products ;Closet ;Clothes dryer ;Clothes rack ;Coffeetea maker ;Desk ;Dishwasher ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High chair ;In-room safe box ;Kitchenware ;Linens ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Apartment,Room size 66 m_square710 ft_square Balconyterrace Separate showerbathtub Kitchenette 1 king bed or 2 single beds,253.245
322,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Cleaning products ;Closet ;Clothes dryer ;Clothes rack ;Coffeetea maker ;Dishwasher ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High chair ;In-room safe box ;Kitchenware ;Linens ;Mirror ;Private entrance ;Refrigerator ;Seating area ;Separate dining area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Two-Bedroom Chalet,Room size 94 m_square1012 ft_square Balconyterrace 2 bathrooms Shower Kitchenette 2 bedrooms 1 king bed or 1 king bed,253.245
323,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;Whirlpool bathtub ;Woodenparqueted flooring ;,Double Room,Room size 32 m_square344 ft_square Balconyterrace Separate showerbathtub 1 king bed,253.245
324,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Mirror ;Seating area ;Sofa ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;Woodenparqueted flooring ;,Single Room,Room size 21 m_square226 ft_square Balconyterrace Shower 1 single bed,253.245
325,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Mirror ;Seating area ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;Woodenparqueted flooring ;,Budget Double Room,Room size 24 m_square258 ft_square Balconyterrace Shower 1 queen bed,253.245
326,166965,Hotel Regitnig,Techendorf 33,Weissensee,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Mirror ;Seating area ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;Woodenparqueted flooring ;,Family Room,Room size 35 m_square377 ft_square Balconyterrace Shower 2 single beds and 1 king bed,253.245
327,167007,Hotel Zum Verwalter Dornbirn,Schlossgasse 1,Dornbirn,Austria,Hotels,3,Air conditioning ;Closet ;Coffeetea maker ;Desk ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Toiletries ;Towels ;Woodenparqueted flooring ;,Deluxe Double Room,Room size 26 m_square280 ft_square Shower 1 king bed,111.515
328,167007,Hotel Zum Verwalter Dornbirn,Schlossgasse 1,Dornbirn,Austria,Hotels,3,Air conditioning ;Closet ;Coffeetea maker ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Toiletries ;Towels ;Woodenparqueted flooring ;,Double Room,Room size 22 m_square237 ft_square Shower 1 queen bed,111.515
329,167007,Hotel Zum Verwalter Dornbirn,Schlossgasse 1,Dornbirn,Austria,Hotels,3,Air conditioning ;Closet ;Coffeetea maker ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Toiletries ;Towels ;Woodenparqueted flooring ;,Single Room,Room size 16 m_square172 ft_square Shower 1 double bed,111.515
330,167010,Stadthotel Scharding,Kirchengasse 19,Scharding,Austria,Hotels,4,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;In-room safe box ;Satellitecable channels ;Telephone ;Toiletries ;,Double Room,Room size 20 m_square215 ft_square Shower 1 queen bed,122.565
